,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_pca__n_components,param_svc__C,param_svc__class_weight,param_svc__decision_function_shape,param_svc__gamma,param_svc__kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,92.6461616039,16.054152441,0.843840282416,0.999454360479,1000,1000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 1000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",57,0.831481471203,0.999448361075,0.849352826134,0.999459563385,0.838798322663,0.999544822587,0.839939513922,0.999324153768,0.859629278159,0.999494901578,37.5434432023,3.48420402526,0.0097268503888,7.32718559577e-05
1,174.383710384,18.4391970158,0.862016890435,0.999631539867,1000,1000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 1000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",25,0.851202740965,0.999638586938,0.867858370013,0.9996169066,0.847772462819,0.999649851509,0.860941085406,0.999633476993,0.882309792971,0.999618877293,15.6677448368,1.2215606451,0.0123849237407,1.23547819221e-05
2,315.131173611,30.9082508087,0.872994207646,0.999973159691,1000,1000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",1,0.861969987143,0.999990363071,0.873504799192,0.999972396995,0.860763523599,0.999950314326,0.88307264334,0.999964133276,0.885660084954,0.999988590785,18.7077173725,1.90754567322,0.0103284373234,1.50867062188e-05
3,322.966807938,32.9073010445,0.85883422739,0.99996547575,1000,1000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",35,0.862625275198,0.999991681366,0.869960444305,0.99993765028,0.826278383308,0.99993974847,0.871773821601,0.999968364181,0.863533212537,0.999989934453,14.2553586648,4.90081981485,0.0166586991688,2.33643112212e-05
4,348.960795116,32.0614522457,0.552972064528,0.999964355461,1000,1000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",65,0.554262745234,0.999991681366,0.5536148012,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.999974989366,0.549742250927,0.999989934453,18.4140272059,2.49124597801,0.0057876344428,2.67900148096e-05
5,344.052598524,28.2422740936,0.552574642276,0.999958454197,1000,1000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,26.8728393175,0.863047004546,0.00604030769719,2.70410570877e-05
6,201.111929131,22.1678258896,0.843577804248,0.999487121409,1000,10000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 10000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",58,0.83139695013,0.9995098382,0.849352826134,0.999459563385,0.838319301372,0.999542142387,0.839444499097,0.999428854833,0.859375444505,0.999495208242,23.8170901958,2.03583702011,0.00975731096667,3.94035432417e-05
7,222.013635063,24.0417765617,0.862016890435,0.999631539867,1000,10000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 10000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",25,0.851202740965,0.999638586938,0.867858370013,0.9996169066,0.847772462819,0.999649851509,0.860941085406,0.999633476993,0.882309792971,0.999618877293,12.0892345217,3.49471545685,0.0123849237407,1.23547819221e-05
8,357.993741131,30.9406862736,0.872994207646,0.999973159691,1000,10000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",1,0.861969987143,0.999990363071,0.873504799192,0.999972396995,0.860763523599,0.999950314326,0.88307264334,0.999964133276,0.885660084954,0.999988590785,3.3202756413,0.592992111188,0.0103284373234,1.50867062188e-05
9,381.538063192,28.7791918278,0.858839269941,0.999965462706,1000,10000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",34,0.862599093851,0.999991681366,0.869957215134,0.99993765028,0.826405685038,0.999939683248,0.871783351672,0.999968364181,0.863451004008,0.999989934453,10.8459121011,3.26354029283,0.0166042148493,2.33786849577e-05
10,376.457777357,33.4628002167,0.552972064528,0.999964355461,1000,10000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",65,0.554262745234,0.999991681366,0.5536148012,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.999974989366,0.549742250927,0.999989934453,5.74203076252,3.67273703006,0.0057876344428,2.67900148096e-05
11,371.534121704,28.6016890049,0.552574642276,0.999958454197,1000,10000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,7.99470400699,2.77260061133,0.00604030769719,2.70410570877e-05
12,211.010961819,17.3547192574,0.843012320108,0.999480987198,1000,100000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 100000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",59,0.83139695013,0.9995098382,0.849352826134,0.999459563385,0.838319301372,0.999542142387,0.839444499097,0.999428854833,0.856548023807,0.999464537184,9.99376914646,1.63101616279,0.00886665531796,4.00492289525e-05
13,216.638318253,24.8652565956,0.861594987795,0.999640547994,1000,100000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 100000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",29,0.852052262367,0.999648014601,0.866559639536,0.999642563799,0.849638549042,0.999641855096,0.858966538739,0.999636574181,0.880757949293,0.999633732295,10.3187644216,2.57591914764,0.0112498501412,4.97528184961e-06
14,358.605165958,27.0243126869,0.872670704329,0.999965815984,1000,100000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",7,0.861750280028,0.999990363071,0.872975323147,0.999958142589,0.860667094329,0.999911031334,0.882618179491,0.99998095214,0.885342644649,0.999988590785,11.6568198126,1.2095773463,0.0102270762796,2.97004818394e-05
15,376.330432129,31.9723966599,0.857051775367,0.999971185861,1000,100000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",48,0.862896885561,0.999991681366,0.863875801799,0.999981244832,0.826260876539,0.999924033002,0.86767654534,0.999969035652,0.864548767599,0.999989934453,8.50161062846,1.54962645609,0.0154783896453,2.49029069353e-05
16,369.694921827,28.850165987,0.552972064528,0.999964552426,1000,100000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",65,0.554262745234,0.999991681366,0.5536148012,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.99997597419,0.549742250927,0.999989934453,18.7026681648,7.18768619874,0.0057876344428,2.68709710857e-05
17,367.149729347,30.8715240479,0.552574642276,0.999958454197,1000,100000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,13.0769166529,5.58889639364,0.00604030769719,2.70410570877e-05
18,211.952480221,19.8455855846,0.84196775163,0.999482548307,1000,1000000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 1000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",62,0.834148800551,0.99950011473,0.849612503321,0.999498999011,0.830357743389,0.999505516164,0.83917168708,0.999443574445,0.856548023807,0.999464537184,13.5667446899,1.1524465772,0.00974446334555,2.4290285222e-05
19,229.246458244,22.8709593773,0.861594987795,0.999640547994,1000,1000000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 1000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",29,0.852052262367,0.999648014601,0.866559639536,0.999642563799,0.849638549042,0.999641855096,0.858966538739,0.999636574181,0.880757949293,0.999633732295,7.99915685319,2.45179151605,0.0112498501412,4.97528184961e-06
20,367.383457375,25.0448676586,0.872670704329,0.999965815984,1000,1000000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",7,0.861750280028,0.999990363071,0.872975323147,0.999958142589,0.860667094329,0.999911031334,0.882618179491,0.99998095214,0.885342644649,0.999988590785,14.6897577004,2.06743181509,0.0102270762796,2.97004818394e-05
21,351.573687029,26.9180373192,0.857062414743,0.999973902168,1000,1000000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",47,0.862896885561,0.999991681366,0.863865249611,0.999983934343,0.826308605079,0.999934925027,0.867722714926,0.999969035652,0.864518618541,0.999989934453,6.08261429639,3.5959710571,0.0154619105928,2.10555410002e-05
22,381.225537348,29.3220347881,0.552972064528,0.999964552426,1000,1000000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",65,0.554262745234,0.999991681366,0.5536148012,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.99997597419,0.549742250927,0.999989934453,18.2727108912,1.83799999594,0.0057876344428,2.68709710857e-05
23,365.636199474,30.407319355,0.552574642276,0.999958454197,1000,1000000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,20.4771345036,5.29448390214,0.00604030769719,2.70410570877e-05
24,199.178480291,15.8810114861,0.842307302263,0.999484263873,1000,10000000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 10000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",61,0.834148800551,0.99950011473,0.849612503321,0.999498999011,0.832156114357,0.999498154101,0.839071069281,0.999459514337,0.856548023807,0.999464537184,16.1590583457,1.61523385899,0.00934071820133,1.82372922246e-05
25,208.873369217,22.8297801495,0.861594987795,0.999640547994,1000,10000000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 10000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",29,0.852052262367,0.999648014601,0.866559639536,0.999642563799,0.849638549042,0.999641855096,0.858966538739,0.999636574181,0.880757949293,0.999633732295,8.69973284334,1.64458173962,0.0112498501412,4.97528184961e-06
26,342.637507629,25.5151894093,0.872749443841,0.999965815984,1000,10000000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",6,0.861750280028,0.999990363071,0.872975323147,0.999958142589,0.860667094329,0.999911031334,0.882618179491,0.99998095214,0.885736342209,0.999988590785,8.79119562332,3.97171397633,0.0103253791051,2.97004818394e-05
27,355.258684587,31.5379791737,0.857679433895,0.99997348156,1000,10000000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",45,0.862744375549,0.999991681366,0.864353412268,0.999980399558,0.825850441196,0.999923777873,0.872297060578,0.99998161455,0.863151879884,0.999989934453,20.1762122376,5.76364638606,0.0162905068827,2.524437099e-05
28,382.734234142,32.2221962929,0.552971941822,0.999964418132,1000,10000000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",69,0.554262745234,0.999991681366,0.553614187669,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.999975302719,0.549742250927,0.999989934453,14.0133896576,2.5502122611,0.00578762082104,2.68151724154e-05
29,365.066505289,32.5964743614,0.552574642276,0.999958454197,1000,10000000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,12.6785270428,3.24104376529,0.00604030769719,2.70410570877e-05
30,204.996433783,18.7648933411,0.841711919578,0.999468400987,1000,100000000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 100000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",63,0.83244550835,0.999459214353,0.84592204843,0.999442312794,0.832156114357,0.999498154101,0.839071069281,0.999459514337,0.858964857473,0.999482809348,9.11013155106,3.54469056745,0.00999542827236,1.96815105717e-05
31,232.873400784,22.8831447601,0.861906327453,0.999640538963,1000,100000000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 100000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",27,0.852652214259,0.999639681236,0.86687641955,0.999636640932,0.848059444967,0.999650002617,0.859082745587,0.99963265811,0.882860812901,0.999643711918,23.3638770239,2.66326128772,0.0122404220187,5.96098277369e-06
32,360.527571487,29.0556637764,0.872865376214,0.999980493244,1000,100000000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",5,0.86213207732,0.999990363071,0.873851261659,0.999970168544,0.860483545282,0.999971068128,0.88277574886,0.999982275691,0.885084247951,0.999988590785,6.18875708112,3.18909817713,0.0101685960188,8.50403462699e-06
33,357.314826822,32.2359980106,0.857776694793,0.99997348156,1000,100000000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",44,0.863201541649,0.999991681366,0.864353412268,0.999980399558,0.825855894894,0.999923777873,0.87222040655,0.99998161455,0.863252218603,0.999989934453,19.8509811509,3.17812310346,0.0163108663943,2.524437099e-05
34,363.930472183,31.4764652252,0.552971941822,0.999964418132,1000,100000000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",69,0.554262745234,0.999991681366,0.553614187669,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.999975302719,0.549742250927,0.999989934453,13.6122001355,0.879399690323,0.00578762082104,2.68151724154e-05
35,368.875405598,27.3456907749,0.552574642276,0.999958454197,1000,100000000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 100000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,6.77146833957,2.27637733979,0.00604030769719,2.70410570877e-05
36,199.586817551,19.7349932194,0.841711919578,0.999468387496,1000,1000000000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 1000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",63,0.83244550835,0.999459214353,0.84592204843,0.999442337364,0.832156114357,0.99949806208,0.839071069281,0.999459514337,0.858964857473,0.999482809348,9.83192901632,2.76890558289,0.00999542827236,1.9647186149e-05
37,222.554114771,21.9918164253,0.861054198715,0.999636092894,1000,1000000000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 1000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",32,0.850261760542,0.999640574341,0.86687641955,0.999636640932,0.848059444967,0.999650002617,0.859082745587,0.99963265811,0.880990622929,0.999620588471,7.68751290094,2.14820835683,0.0120048843392,9.65452218846e-06
38,343.645681953,25.5883844852,0.872913445549,0.999972518897,1000,1000000000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",4,0.862144272022,0.999990363071,0.873851261659,0.999970168544,0.860711697252,0.99993124116,0.88277574886,0.999982230926,0.885084247951,0.999988590785,6.72779076231,1.45648394296,0.0101106945034,2.18193462051e-05
39,358.966115046,25.3022493839,0.857656949643,0.99997348156,1000,1000000000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",46,0.863174031852,0.999991681366,0.864353412268,0.999980399558,0.825608212597,0.999923777873,0.872213514212,0.99998161455,0.862935577287,0.999989934453,4.05629885039,2.16007231681,0.0163838935292,2.524437099e-05
40,347.95894022,25.9949489594,0.552971941822,0.999964552426,1000,1000000000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",69,0.554262745234,0.999991681366,0.553614187669,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.99997597419,0.549742250927,0.999989934453,9.90846110756,1.11049371814,0.00578762082104,2.68709710857e-05
41,334.908621359,25.6776014328,0.552574642276,0.999958454197,1000,1000000000.0,,ovr,1000.0,rbf,"{'svc__class_weight': None, 'svc__C': 1000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1000.0}",73,0.553273906528,0.999991681366,0.553618788209,0.999927339356,0.543839262348,0.999937871189,0.562399003371,0.999945444623,0.549742250927,0.999989934453,14.2795644388,2.71071805464,0.00604030769719,2.70410570877e-05
42,202.778730059,12.9492481709,0.842519556007,0.999468077881,1000,10000000000.0,,ovr,0.01,rbf,"{'svc__class_weight': None, 'svc__C': 10000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.01}",60,0.829891185325,0.99946905668,0.851082235465,0.999458442222,0.83159901942,0.999522933213,0.838806901259,0.999430453091,0.861218438567,0.999459504199,6.50480615599,3.18676046454,0.0119623188319,3.03052613307e-05
43,203.583953381,18.6527730465,0.861736877152,0.999632217117,1000,10000000000.0,,ovr,0.10000000000000001,rbf,"{'svc__class_weight': None, 'svc__C': 10000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 0.10000000000000001}",28,0.850261021428,0.999640901164,0.869679775585,0.999618646801,0.849160299797,0.999644761421,0.858590865084,0.999636110883,0.880992423867,0.999620665314,11.3148621907,1.68039730366,0.0121130398276,1.06351426876e-05
44,326.496528244,32.6865620613,0.872963915801,0.999969012022,1000,10000000000.0,,ovr,1.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 1.0}",3,0.862143542116,0.999990363071,0.87360765764,0.999955632137,0.860711697252,0.999932239943,0.88327413477,0.999978234176,0.885082547228,0.999988590785,19.3512496005,5.10237097886,0.0102056219062,2.21605527173e-05
45,368.566456413,51.1594957829,0.858487436217,0.999965977314,1000,10000000000.0,,ovr,10.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 10.0}",41,0.863189436082,0.999991681366,0.868106861498,0.999963455641,0.826215347455,0.999902305267,0.871985392479,0.999982509846,0.862940143568,0.999989934453,28.0075184377,12.4100901107,0.0164812092066,3.33720114543e-05
46,441.45047946,54.4961499214,0.552971941822,0.999964552426,1000,10000000000.0,,ovr,100.0,rbf,"{'svc__class_weight': None, 'svc__C': 10000000000.0, 'svc__decision_function_shape': 'ovr', 'pca__n_components': 1000, 'svc__kernel': 'rbf', 'svc__gamma': 100.0}",69,0.554262745234,0.999991681366,0.553614187669,0.999927300934,0.54484152191,0.999937871189,0.562399003371,0.99997597419,0.549742250927,0.999989934453,45.3123851416,4.47128252275,0.00578762082104,2.68709710857e-05
